web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1681240168-152","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","5/6  Music Technology @West Caldwell Tech5/6  Music Technology @West Caldwell Tech","https://www.eventbrite.com/e/56-music-technology-west-caldwell-tech-tickets-598472044997?aff=ebdssbdestsearch","5/6  Music Technology @West Caldwell Tech","Saturday, May 6 · 9am - 12:30pm EDT","Essex County West Caldwell Tech 620 Passaic Avenue West Caldwell, NJ 07006","About this event3 hours 30 minutesMobile eTicketFor More Information visit us at: ECST STEAM Career Academy  or follow us at Eventbrite STEAM Career Academy Eventbrite Page","STEAM Career Academy","https://www.eventbrite.com/o/steam-career-academy-33235377429"
"1681240171-153","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","NFT NYC Week Yacht PartyNFT NYC Week Yacht Party","https://www.eventbrite.com/e/nft-nyc-week-yacht-party-tickets-489710887447?aff=ebdssbdestsearch","NFT NYC Week Yacht Party","April 14 · 10pm - April 15 · 2am EDT","Pier 40 Hornblower Cruises & Events 353 West New York, NY 10014","About this event4 hoursMobile eTicketNFT NYC YACHT WEEK After partyTwo floors of Music & Live DJsYour Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 and/or email rsvp@iboatnyc.com for the Bottle Services Flyer & Packages.Open-Air deck and a climate-controlled cabins. 3 levels of music (Outdoor Floor of Music ; Two Indoor Floors of Music).Live DJs playing all styles of music.Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase. The purchase of the GROUP VIP Champagne Dinner Tickets guarantees reserved seating (Groups of 10 or more).Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed). Birthday and Special occasion flyers available as  add-ons in the ticket section!Dedicated Party Photography Services Available (more details in the add-ons ticket section).VIP Ticket Includes Express Line Entry.Free Street Parking Available around the Pier (it is relatively easy to find parking).  Pier 15 has parking garages for an average of $40.00 per vehicle. Pier 40 also serves as a large parking complex with an average rate of $40.00 per vehicle.The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shorts. Contact us for more information & special reservations: rsvp@iboatnyc.com or call / text  Allan  (646) 263 -4593Boat: SERENITY YachtBoarding: 10 PMDeparture: 10:30 PMReturn: 1.30 AMEnds: 2 AMRain or Shine21 & over with proper ID (no pictures of ID accepted)MENUS","iBoatNYC","https://www.eventbrite.com/o/iboatnyc-12316350145"
"1681240175-154","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Starta Spring 2023 Pitch ContestsStarta Spring 2023 Pitch Contests","https://www.eventbrite.com/e/starta-spring-2023-pitch-contests-tickets-577543607477?aff=ebdssbdestsearch","Starta Spring 2023 Pitch Contests","Headquartered in New York City, USA, Starta Ventures, unites under its brand an early-stage investment fund, acceleration program, and co-working space. Starta’s mission is to break through traditional venture capital barriers to empower the next generation of tech entrepreneurs.","220 E 23rd St 220 East 23rd Street Suite 400 New York, NY 10010","About this eventStarta Accelerator cordially invites you to our Spring 2023 Pitch Contests in NYC!Schedule:6﻿:00 - 6:30 PM - Doors Open6:30 - 8:00 PM - Founders' Pitches, Q&A8:00 - 9:00 PM - Happy Hour & NetworkingWatch as founders hone their startups' pitch in front of a panel of judges, consisting of VCs, angels and industry experts.After the presentations, we will have a Q&A. Then, you can network with other frontrunners, entrepreneurs and investors of the NYC startup scene.Refreshments served.Starta is a venture ecosystem that finds, fosters, and funds early-stage talent in tech.Our mission is to provide opportunities to:International startups who want to scale globally and raise capitalAspiring industry leaders, seeking professional trainingInvestors who believe in long-term growth potential and strong community connectionsIf you need a promo code, please reach out to fc@starta.vcH﻿ere are our cohort startups: https://starta.vc/spring2023","Starta","https://www.eventbrite.com/o/starta-17792910582"
"1681240178-155","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Earth Celebrations and the Ecological City - Memory Mural WorkshopEarth Celebrations and the Ecological City - Memory Mural Workshop","https://www.eventbrite.com/e/earth-celebrations-and-the-ecological-city-memory-mural-workshop-tickets-570144446387?aff=ebdssbdestsearch","Earth Celebrations and the Ecological City - Memory Mural Workshop","Saturday, April 29 · 12 - 3pm EDT","Seward Park Essex Street New York, NY 10002","About this event3 hoursMobile eTicketJoin Lower East Side Ecology Center w/ Earth Celebrations’ artist in residence Katherine Freygang to paint a mural celebrating urban climate solutions, which will be featured in the Ecological City - Procession for Climate Solutions. We will meet at Seward Park, by the amphiteater infront of Seward Park Library.Earth Celebrations’ ECOLOGICAL CITY: Art & Climate Solutions Action Project applies the arts to build community, collaboration and action on climate solution initiatives to mitigate climate change impacts of flooding, carbon pollution and the consequences of sea-level rise throughout the network of community gardens, neighborhood and waterfront on the Lower East Side of New York City.Gardeners, artists, residents, youth and over 50 community partner organizations collaborate through 9 months of creative engagement, partnership building and Art & Climate Solutions Workshops, developing visual art and performances exploring local sustainability sites and their climate solution initiatives. The community presents their inspiring sustainable urban ecosystem and artistic works created through the workshops, in the culminating Ecological City: Procession for Climate Solutions on Saturday May 13, 2023. The 10-mile procession features spectacular visual art, giant puppets, costumes with 21 sustainability site performances, exploring the neighborhood’s community cultivated and place-based climate solutions.","LES Ecology Center","https://www.eventbrite.com/o/les-ecology-center-13297911311"
"1681240181-156","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","New York Tech Career Fair: Exclusive Tech Hiring EventNew York Tech Career Fair: Exclusive Tech Hiring Event","https://www.eventbrite.com/e/new-york-tech-career-fair-exclusive-tech-hiring-event-tickets-146584912419?aff=ebdssbdestsearch","New York Tech Career Fair: Exclusive Tech Hiring Event","Friday, April 21 · 12 - 3pm EDT","Moved to Virtual Event Online New York, NY 10119","About this event3 hoursMobile eTicketTech Career FairWe will be hosting a virtual Tech Career Fair with our hiring partners from fast growing startups and Fortune 500 companies in technology.  There will be a focus on helping companies achieve their diversity and inclusivity initiative with more diverse candidates to their talent pool. Available roles that our hiring companies are looking to fill are of the following:Software EngineeringProduct ManagementData ScientistAI/Machine Learning EngineerData AnalystUI/UX DesignMarketingSalesTo make sure your profile is visible and accessible to hiring partners and companies in their system please make sure you complete your profile and upload your resume to the platform.Steps:Complete the Sign-up form here or use the link below and upload your resume to the system to get your QR code/candidate profile link: https://careerscrossroad.com/signup?code=NYTechCareerFairImprove your profile while you are waiting for your profile to be approved * Completed and approved profiles will then be visible to different companies for each career fair where companies will then select who to send the invitation to attend their career fair with the next steps.Follow the instructions in your email invitation from the employers and attend the career fair with your QR code/digital profile link with the hiring companies that you have been assigned to.*Note: This is an ""invite-only"" event due to limited space and high demand. Signing up on Eventbrite alone does not give you access to the event. You would still need to apply with the steps above for a potential invitation.  Only shortlisted candidates will then be notified for  the next steps on how  to attend. Please make sure you complete your profile as completely as you can and upload your resume to the platform for approval(If  the reviewer feels your profile is incomplete, they might not approve it in order to maintain the quality of candidates being presented to  the companies). Approval process timeline varies depending on  the backlog. Once approved, your profile will be visible and accessible to hiring partners and companies  on the platform. To increase your chances to be selected by one of our hiring companies and partners to one of the hiring events, it is recommended that you constantly refine and improve your profile.Employers:To reserve your spot signup here to get your company or get your company on the waitlist here for the next event and we will reach out to you with more info if we can slot you in.","Tech Career Fair","https://www.eventbrite.com/o/tech-career-fair-12448110053"
"1681240184-157","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Spring Fling Yacht Party | Playing Best Hip-Hop, R&B, Caribbean & AfrobeatsSpring Fling Yacht Party | Playing Best Hip-Hop, R&B, Caribbean & Afrobeats","https://www.eventbrite.com/e/spring-fling-yacht-party-playing-best-hip-hop-rb-caribbean-afrobeats-tickets-593748376377?aff=ebdssbdestsearch","Spring Fling Yacht Party | Playing Best Hip-Hop, R&B, Caribbean & Afrobeats","April 21 · 11:30pm - April 22 · 3am EDT","Jewel Yacht 2430 FDR Drive Service RD E New York, NY 10010","About this event3 hours 30 minutesMobile eTicket**** YACHT WILL BE SAILING OUT AT 12:00am! ****The Official  Spring Fling Yacht party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Midnight Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 11:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 11:45pm, Sail 12:00am. The Yacht returns to Marina at 3am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on   The Sunset   Jewel Yacht Cruise call/ or text 646-623-6619**** YACHT WILL BE SAILING OUT AT 12:00AM! ****","Capital Events Marketing Group","https://www.eventbrite.com/o/capital-events-marketing-group-9769672320"
"1681240187-158","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","NFT.NYC KICKOFF PARTY - hosted by LeDrop WithCheeseNFT.NYC KICKOFF PARTY - hosted by LeDrop WithCheese","https://www.eventbrite.com/e/nftnyc-kickoff-party-hosted-by-ledrop-withcheese-tickets-542055722257?aff=ebdssbdestsearch","NFT.NYC KICKOFF PARTY - hosted by LeDrop WithCheese","Tue, 11 Apr 2023 14:00 - 19:00 EDT","Brand Experience Lab 234 16th Street #4th floor Jersey City, NJ 07310","About this eventN﻿etwork with some of the brightest minds and talented innovators in Web3 and NFT.NYC Speakers at LeDrop WithCheese's NFT.NYC KICKOFF PARTY! Witness legendary IRL creation and performances by artists showcasing their talents! Enjoy complimentary food and metaverse cocktails by Striped Pig Distillery, interact with VR/AR experiences and learn about fascinating Web3 projects at a futuristic venue! Hang out and have a fun time at this #WAGMI event!Event Schedule:2:00﻿pm= Artist Showcase: Watch featured artists create IRL: Brian Yurachek, Alanna Wilcox, Michael ""Goldie"" Hollingsworth3:15pm= Project Showcase Panel: New York Culture Club performs epic intro, Khoa Le discusses Sutudu, Katya Marchenko demos SCAPIO, Charlene Nichols explores Omniverse City4﻿:30pm= Keynote Speakers - Journey with OG Tech Legends through their career and influence on our current technology! Let's see what they are working on today!Jim DeLong Will Burns, III 5:15= Jams2Blues announces Art Contest Winner 6:00pm= Live Performance by CULLAHPLUS + Networking & Immersive Experiences with AR, VR and more! Get your early bird ticket now, through April 4th (50% OFF, only $10)  Do you want FREE entry? Simply mint ""Metaseer's Prophecy"", a digital interactive book on ETH co-authored by LeDrop WIthCheese & T9LET and show your token at the door! MINT HERECheck out the venue! T﻿hank you so much to our wonderful Sponsors!M﻿ove The Needle | LeDrop WithCheese | New York Culture Club | Jams2Blues | Omniverse City | Striped Pig Distillery ﻿Jose Espinoza, founder of Move The Needle & LeDrop WithCheese at The Brand Experience Lab in January 2021.","LeDrop WithCheese, Celebrity NFT Personality","https://www.eventbrite.com/o/ledrop-withcheese-celebrity-nft-personality-48040998343"
"1681240191-159","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Wall Street Green Summit 2024Wall Street Green Summit 2024","https://www.eventbrite.com/e/wall-street-green-summit-2024-tickets-608775322377?aff=ebdssbdestsearch","Wall Street Green Summit 2024","March 12, 2024 · 7am - March 13, 2024 · 5:30pm EDT","Cornell Club 6 East 44th Street New York, NY 10017","About this event1 day 10 hoursMobile eTicketT﻿his two day event will focus on technology and finance solutions to climate change. Over 40  climate solutions  practitioners will share their knowledge and insights with the audience. Superior networking opportunities as well as business development is the heart of the Wall Street Green Summit event and community.","Peter Fusaro","https://www.eventbrite.com/o/peter-fusaro-38687458703"
"1681240194-160","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Saving the Planet: An Ethical Imperative. Panel discussion w/ Bill McKibbenSaving the Planet: An Ethical Imperative. Panel discussion w/ Bill McKibben","https://www.eventbrite.com/e/saving-the-planet-an-ethical-imperative-panel-discussion-w-bill-mckibben-tickets-581272911927?aff=ebdssbdestsearch","Saving the Planet: An Ethical Imperative. Panel discussion w/ Bill McKibben","Sunday, April 16 · 12:30 - 2:30pm EDT","The First Presbyterian Church in the City of New York 12 West 12th Street New York, NY 10011","About this event2 hoursMobile eTicketJoin us on April 16th for an environmental panel discussion with Bill McKibben titled ""Saving the Planet: An Ethical Imperative."" The doors will open at 12:30 p.m. Enter through the central gate on Fifth Avenue between 11th and 12th Streets.  Miranda Massie, Director and Founder of the Climate Museum; Erik Bottcher, environmentalist and New York City Council Representative for District 3; Rev. Dr. Gregory Simpson, scientist and theologian and founder of the Hudson Valley Environmental Justice Coalition; and Rev. Dr. Lindley DeGarmo, Presbyterian Church USA Vice Chair of the Committee on Mission Responsibility Through Investment and member of the PCUSA Board of Pensions are among the other panelists.  The panel discussion will be followed by a Q&A session. Childcare for children 0-3 is available at no cost. For additional information and to submit advance Q&A questions, contact earthcare@fpcnyc.org or call 212-675-6150.  Agenda11:00 AM - 12:00 PM Worship ServiceBill McKibben will deliver a sermon during our Sunday Worship Service.12:30 PM - 1:30 PM Panel DiscussionPanel discussion with Bill McKibben and other listed panelists.1:30 PM - 2:00 PM Q&ATo submit advance Q&A questions, contact earthcare@fpcnyc.org or call 212-675-6150.","The First Presbyterian Church in the City of New York","https://www.eventbrite.com/o/the-first-presbyterian-church-in-the-city-of-new-york-54808592193"
"1681240197-161","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Blower Technologies for Wastewater Systems  1.0 PDH , In-person & Zoom MeetBlower Technologies for Wastewater Systems  1.0 PDH , In-person & Zoom Meet","https://www.eventbrite.com/e/blower-technologies-for-wastewater-systems-10-pdh-in-person-zoom-meet-tickets-611365309097?aff=ebdssbdestsearch","Blower Technologies for Wastewater Systems  1.0 PDH , In-person & Zoom Meet","Wednesday, April 19 · 7:45 - 9am EDT","McLaren Engineering Group 530 Chestnut Ridge Road Woodcliff Lake, NY 07677","About this event1 hour 15 minutesMobile eTicket","Rockland Chapter NYSSPE","https://www.eventbrite.com/o/rockland-chapter-nysspe-32043093457"
"1681240201-162","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","NFT Tax Bites: Lunch & Learn Meetup w/ NFT NYC Panelist Andrew GordonNFT Tax Bites: Lunch & Learn Meetup w/ NFT NYC Panelist Andrew Gordon","https://www.eventbrite.com/e/nft-tax-bites-lunch-learn-meetup-w-nft-nyc-panelist-andrew-gordon-tickets-605153228597?aff=ebdssbdestsearch","NFT Tax Bites: Lunch & Learn Meetup w/ NFT NYC Panelist Andrew Gordon","Thursday, April 13 · 11:30am - 2pm EDT","91 E 3rd St 91 East 3rd Street New York, NY 10003","About this event2 hours 30 minutesMobile eTicketDo NFT taxes leave you feeling totally frustrated and confused? Are you looking for a way to lower your tax bill (WITHOUT triggering IRS audits and penalties)? Then don't miss this event presented by Andrew Gordon: Tax Attorney, CPA, and founder of Gordon Law Group! Conveniently located in lower Manhattan, this is the perfect daytime addition to your NFT NYC schedule. L﻿unch, beer, seltzer, and soft drinks will be provided (first come, first served). Settle in with some snacks, then catch a quick but informative presentation from one of the nation's top authorities on cryptocurrency and NFT law! The presentation and Q&A will be followed by a casual networking mixer where you can chat with your fellow NFT enthusiasts. (Note: It's totally fine to arrive late or leave early!)N﻿FT Tax Presentation and Q&A:No one wants to pay more in taxes than they really need to–but the IRS has been aggressively pursuing crypto audits, so you don’t want to get on their bad side. We'll share some of the top things you need to know to lower your tax bill while avoiding IRS audits and penalties, including:Which NFT transactions are taxable? What's the tax rate on NFTs?H﻿ow do I report NFTs on my tax return?C﻿an I deduct business expenses as an NFT creator/artist?W﻿hat if I lost money on my NFTs?C﻿an I deduct losses from bankrupt exchanges from FTX, Celsius, or BlockFi? A﻿bout Andrew Gordon:Andrew Gordon is an industry-leading crypto tax attorney and CPA. He and his firm, Gordon Law Group, have focused on crypto tax since 2014 and have prepared thousands of tax returns for retail investors, whales, celebrity clients, and NFT startups. He can also assist with tax audits, tax debt, business formation, advertising compliance, and much more!Agenda11:30 AM - 12:00 PM Guests arrive and get food12:00 PM - 12:30 PM NFT Tax presentation by Andrew Gordon, followed by audience Q&ALearn how NFT taxes work, the importance of reporting correctly, and strategies to pay less to the IRS!12:30 PM - 2:00 PM Casual networking/mixer with your fellow NFT enthusiastsIt's completely fine to arrive late or leave early!","Gordon Law Group","https://www.eventbrite.com/o/gordon-law-group-63675851533"
"1681240204-163","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","NY FinTech Week: Accelerating the Adoption of Climate TechnologiesNY FinTech Week: Accelerating the Adoption of Climate Technologies","https://www.eventbrite.com/e/ny-fintech-week-accelerating-the-adoption-of-climate-technologies-tickets-604061643637?aff=ebdssbdestsearch","NY FinTech Week: Accelerating the Adoption of Climate Technologies","Thursday, April 27 · 6 - 8pm EDT","75 Greene St 75 Greene Street Floor 2 New York, NY 10012","About this event2 hoursMobile eTicketJoin Tenet in celebrating NY FinTech Week for a happy hour networking event and discussion. You'll have the chance to meet with other climate fintech companies and hear from Alex Liegl, CEO of Tenet, and Burr Tweedy of New York Green Bank during a discussion moderated by Auto Finance News' Joey Pizzolato. Come together as we discuss building digital financial infrastructure to make electric vehicles more affordable, and using fintech to leverage public and private capital to catalyze decarbonization. This event will be hosted at Tenet’s SoHo office space.A﻿bout our speakersJ﻿oey Pizzolato  |  ModeratorJoey is a writer and editor based in New York. His fiction and nonfiction have appeared in a variety of print and online publications. Before reporting on auto finance, he covered the mortgage and housing industry. He has a Master of Fine Arts in Writing from Spalding University, and a Bachelor of Arts in English from DePaul University.Alex Liegl  |  Co-Founder & CEOAlex is a co-founder and CEO of Tenet, the leading climate financing marketplace. Prior to Tenet, Alex was the founder and CEO of Layer1, one of the largest U.S. bitcoin mining companies that pioneered the use of data centers to stabilize renewable energy grids.Burr Tweedy  |  Vice PresidentBurr Tweedy is a Vice President on NY Green Bank's Investment & Portfolio Management team, where he supports the origination, evaluation, and execution of scalable clean energy and efficiency project investments across New York State.","Tenet","https://www.eventbrite.com/o/tenet-51365860593"
"1681240208-164","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","Working Together for Our Climate Technology FutureWorking Together for Our Climate Technology Future","https://www.eventbrite.com.au/e/working-together-for-our-climate-technology-future-tickets-606986712597?aff=ebdssbdestsearch","Working Together for Our Climate Technology Future","Fri, 12 May 2023 7:30 AM - 8:30 AM AEST","Cockle Bay Room, Park Royal Darling Harbour, Sydney 150 Day Street Sydney, NSW 2000 Australia","About this event1 hourMobile eTicketVinZero is launching a series of conversations on the application of technology solutions and innovations in planning for water resilience and sustainable development. You or a delegate of your choice are invited to join us as a valued Thought Leader on opportunities to collaborate for the sustainable development goal SDG6: water and sanitisation for all by 2030.The first conversation is in the format of a water wise workshop hosted by Mick Liubinskas, Keynote Speaker from the Oz Water conference.Professor Rory Nathan is presenting his research on “Climate change impacts on floods and droughts: implications for water managers”. Then Mick will invite you to participate in the conversation and hear your point of view as he facilitates the workshop.Professor Rory NathanProfessor Rory Nathan is a hydrologist with 40 years’ experience largely in the consulting and public sectors. For the past eight years he has divided his time between research into the impacts of climate change on floods and the environment, private consulting, and on expert review and advisory roles for the federal government. He is a co-editor of Australian Rainfall and Runoff (the national guidelines on flood estimation) and is currently assisting its revision to better incorporate climate change guidance. He has published almost 300 papers in refereed journals and conference proceedings on engineering and environmental hydrology. In 2000 he was recognised as national “Civil Engineer of the Year” by Engineers Australia, and as the 2018 Munro Orator he is recognised as being one of Australia’s most influential engineers eminent in the field of water resources.Mick Liubinskas, Climate Salad.In 2021 Mick co-founded Climate Salad to help Australian companies build climate solutions. Mick works with climate tech companies focused on helping the world get to carbon negative. Mick loves to help our environment and says that ‘living sustainably is the biggest challenge and opportunity of my lifetime’. He is one of the Keynote Speakers for the Oz Water Conference 2023 and regularly does workshops on the theme Our Climate Technology Future.Duration: 7:30am to 8:30 am, 1 hour of focused timeVenue: Cockle Bay Room, Park Royal Darling Harbour, Sydney. This is a 5–7-minute walk from the ICC. Parking: Complimentary valet parking is available for free from hotel until 9:00 am. Please contact the hotel to arrange in advance.Buffet Breakfast: Room will open at 7:15am and buffet breakfast and barista coffee is provided upon registration. Please RSVP with dietary needs.Registration Time: 7:00 am please come early and get settled with your breakfast so we can start on time.RSVP: By COB Thursday 4 May 2023 to Johanne Gallagher, Sustainability Development Advisor at johanne.gallagher@vinzero.com or send SMS to 0407 849 533 with enquiries and Johanne will be in touch.","VinZero","https://www.eventbrite.com.au/o/vinzero-14200059450"
"1681240212-165","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=5","London Climate Technology Show 2023London Climate Technology Show 2023","https://www.eventbrite.com/e/london-climate-technology-show-2023-tickets-542446852137?aff=ebdssbdestsearch","London Climate Technology Show 2023","September 26 · 9am - September 27 · 5pm BST","ExCeL London 1 Western Gateway London E16 1XL United Kingdom","About this event1 day 8 hoursMobile eTicketHelping accelerate the global net zero economy transition, the London Climate Technology Show is the most sought after conference & Tradeshow focused on the fast developing climate technology value chain, where stakeholders from across the worlds of Investment, governments, media, entrepreneurship and academia assemble for experiencing two days of high value content and numerous new business opportunities.

The London Climate Technology Show brings together key professionals from the fields of Finance, Agriculture & Land Use, Carbon Capture Utilisation & Storage, Transportation, Built Environment, Energy, ESG, ITes and a myriad of other industry sectors working together toward a decarbonised future.

The inaugural edition of the London Climate Technology in 2022 Show attested itself as the largest event focused on the climate technology niche and was able to convene a huge gathering of 2000+ attendees including policymakers, business leaders, investors, startups, media, etc across the 2 days. Building on previous year’s tremendous success, the internationally acclaimed exhibition & conference will once again offer an ideal networking platform for governments, individuals and businesses of all sizes to showcase disruptive solutions to mitigate the climate crisis, help gain invaluable knowledge on green tech innovations & effective decarbonisation strategies accelerating the transition to a low-carbon economy.

Check out the event website","Valiant Business Media","https://www.eventbrite.com/o/valiant-business-media-33867225621"
